"0,1,2,3,4,6,7,10",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,10",1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0

"0,1,2,3,4,6,7,12",-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,12",-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,12",-1.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0
"0,1,2,3,4,6,7,12",-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0
"0,1,2,3,4,6,7,12",-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0
"0,1,2,3,4,6,7,12",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0
"0,1,2,3,4,6,7,12",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,12",1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0

"0,1,2,3,4,6,7,15",-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,15",-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,15",-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0
"0,1,2,3,4,6,7,15",-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0,1.0
"0,1,2,3,4,6,7,15",1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,1.0,-0.0
"0,1,2,3,4,6,7,15",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0
"0,1,2,3,4,6,7,15",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,15",-1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0

"0,1,2,3,4,6,7,16",-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,16",-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,16",-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0
"0,1,2,3,4,6,7,16",-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0,1.0
"0,1,2,3,4,6,7,16",-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0
"0,1,2,3,4,6,7,16",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0
"0,1,2,3,4,6,7,16",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,16",-1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0

"0,1,2,3,4,6,7,17",-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,17",-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,17",-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,-0.0,-0.0
"0,1,2,3,4,6,7,17",-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,1.0
"0,1,2,3,4,6,7,17",1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,1.0,-0.0
"0,1,2,3,4,6,7,17",1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,-0.0,-1.0
"0,1,2,3,4,6,7,17",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,17",-1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0

"0,1,2,3,4,6,7,18",-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,18",-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,18",-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,-0.0,-0.0
"0,1,2,3,4,6,7,18",-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,1.0
"0,1,2,3,4,6,7,18",-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0
